label,text
ham,sorry man my account s dry i would you want we could trade back half i could buy some shit with my credit card
spam,congrats NUM year special cinema pass NUM yours call PHONE now c suprman v matrix3 starwars3 etc all NUM free bx420 ip4 5we 150pm dont miss out
ham,sorry meeting i ll call later
ham,what class lt gt reunion
ham,you free now can i call now
ham,got meh when
ham,nope think i will go it monday sorry i replied so late
ham,some them told accenture not confirm it true
ham,kate jackson rec center before 7ish right
ham,dear i have reache room
ham,fighting with world easy u either win lose bt fightng with some1 who close u dificult u lose u lose u win u still lose
ham,when can ü come out
ham,check with nuerologist
ham,lolnice i went from fish water
spam,NUM congratulations this week s competition draw u have won £ NUM prize claim just call PHONE b4280703 t cs stop sms PHONE over NUM only 150ppm
ham,no it s waiting e car dat s bored wat cos wait outside got nothing NUM do at home can do my stuff watch tv wat
ham,maybe westshore hyde park village place near my house
ham,you should know now so how s anthony you bringing money i ve school fees pay rent stuff like that thats why i need your help friend need |
ham,what s significance
ham,your opinion about me NUM over NUM jada NUM kusruthi NUM lovable NUM silent NUM spl character NUM not matured NUM stylish NUM simple pls reply
ham,NUM at latest g s still there you can scrounge up some ammo want give new ak try
ham,prabha i m soryda realy frm heart i m sory
ham,lol ok your forgiven
ham,no jst change tat only
spam,you guaranteed latest nokia phone 40gb ipod mp3 player £ NUM prize txt word collect no NUM ibhltd ldnw15h 150p mtmsgrcvd18
ham,s no competition him
spam,boltblue tones 150p reply poly mono eg poly3 NUM cha cha slide NUM yeah NUM slow jamz NUM toxic NUM come with me stop NUM more tones txt more
spam,your credits have been topped up URL your renewal pin tgxxrz
ham,that way transport less problematic than sat night by way u want ask n join my bday feel free need know definite nos as booking fri
ham,usually person unconscious that s children adults they may just behave abnormally i ll call you now
ham,that s ebay it might be less elsewhere
ham,shall i come get pickle
ham,were gonna go get some tacos
ham,that s very rude you campus
spam,urgent your mobile no was awarded £ NUM NUM bonus caller prize NUM NUM NUM this our 2nd attempt contact you call PHONE box95qu
ham,hi i won t b ard NUM christmas do enjoy n merry x mas
spam,today s offer claim ur £ NUM worth discount vouchers text yes NUM now savamob member offers mobile t cs PHONE £ NUM NUM sub NUM unsub reply x
ham,yes how pretty lady like you single
spam,you will recieve your tone within next 24hrs terms conditions please see channel u teletext pg NUM
ham,jay says that you re double faggot
spam,private your NUM account statement PHONE shows NUM un redeemed s i m points call PHONE identifier code NUM expires NUM NUM NUM
ham,what today sunday sunday holiday so no work
ham,gudnite tc practice going
ham,i ll be late
ham,i ve not called you while this hoping it was l8r malaria that you know that we miss you guys i miss bani big so pls give her my love especially have great day
ham,good afternoon my love how goes that day i hope maybe you got some leads job i think you boytoy send you passionate kiss from across sea
ham,probably gonna be here while see you later tonight lt
ham,maybe my fat fingers just press all these buttons it doesn t know what do
ham,ummmmmaah many many happy returns d day my dear sweet heart happy birthday dear
ham,i am tirupur da once you started from office call me
spam,from URL monthlysubscription 50p msg max6 month t csc web age16 2stop txt stop
ham,famous quote when you develop ability listen anything unconditionally without losing your temper self confidence it means you married
ham,am going college pa what do else ill come there it self pa
ham,NUM oclock at mine just bash out flat plan
ham,this girl does not stay bed this girl doesn t need recovery time id rather pass out while having fun then be cooped up bed
ham,then any special there
ham,i know you need get hotel now i just got my invitation i had apologise cali sweet me come some english bloke s weddin
ham,sorry that took so long omw now
ham,wait lt gt min
ham,ok give me NUM minutes i think i see her btw you re my alibi you were cutting my hair whole time
ham,imagine you finally get sink into that bath after i have put you through your paces maybe even having you eat me while before i left also imagine feel that cage your cock surrounded by bath water reminding you always who owns you enjoy my cuck
ham,hurry up i ve been weed deficient like three days
ham,sure i get acknowledgement from you that it s astoundingly tactless generally faggy demand blood oath fo
ham,ok every night take warm bath drink cup milk you ll see work magic you still need loose weight just so that you know
ham,i‘ll have look at frying pan case it‘s cheap book perhaps no that‘s silly frying pan isn‘t likely be book
ham,o well uv causes mutations sunscreen like essential thesedays
ham,having lunch you not online why
ham,i know that my friend already told that
ham,hi princess thank you pics you very pretty how you
ham,aiyo u always c our ex one i dunno abt mei she haven reply first time u reply so fast y so lucky not workin huh got bao by ur sugardad ah gee
ham,hi msg me i m office
ham,thanx NUM e brownie it s v nice
ham,geeeee i love you so much i can barely stand it
spam,gent we trying contact you last weekends draw shows that you won £ NUM prize guaranteed call PHONE claim code k52 valid 12hrs only 150ppm
ham,fuck babe i miss you already you know can t you let me send you some money towards your net i need you i want you i crave you
ham,ill call u 2mrw at ninish with my address that icky american freek wont stop callin me NUM bad jen k eh
ham,oooh bed ridden ey what you thinking
ham,so anyways you can just go your gym whatever my love smiles i hope your ok having good day babe i miss you so much already
ham,love it daddy will make you scream with pleasure i am going slap your ass with my dick
ham,wot u wanna do then missy
ham,yar lor wait NUM my mum NUM finish sch then have lunch lor i whole morning stay at home clean my room now my room quite clean hee
ham,do you know where my lab goggles went
ham,can you open door
ham,waiting your call
ham,nope i waiting sch NUM daddy
spam,you have won NUM NUM cash NUM NUM prize claim call09050000327
ham,i m tired arguing with you about this week after week do what you want from now i ll do same
ham,ü wait NUM me sch i finish ard NUM
spam,our mobile number has won £ NUM claim calls us back ring claims hot line PHONE
ham,arngd marriage while u r walkin unfortuntly snake bites u bt love marriage dancing frnt d snake amp sayin bite me bite me
ham,huh so early then ü having dinner outside izzit
ham,ok anyway no need change with what you said
spam,we tried contact you re your reply our offer NUM mins NUM textand new video phone call PHONE now reply free delivery tomorrow
ham,my ex wife was not able have kids do you want kids one day
ham,so how s scotland hope you not over showing your jjc tendencies take care live dream
